Begin User Interface
50.081001,-1004.731018,35.929001
53.497002,-1006.744019,34.465000
53.497002,-1002.351990,35.380001
53.497002,-1004.182007,36.417000
52.277000,-1003.632996,36.478001
52.521000,-1006.072998,37.148998
53.252998,-1004.547974,35.806999
53.252998,-1006.377991,34.037998
54.106998,-1005.158020,36.050999
52.398998,-1005.036011,34.647999
52.398998,-1005.218994,33.367001
52.216000,-1003.145020,33.549999
52.216000,-1005.218994,36.783001
52.216000,-1004.487000,35.990002
52.216000,-1007.049011,34.282001
52.216000,-1003.450012,35.196999
52.216000,-1003.572021,33.428001
54.229000,-1002.961975,35.014000
54.229000,-1006.682983,35.563000
52.338001,-1003.572021,36.355999
52.033001,-1004.974976,35.745998
53.680000,-1003.145020,35.319000
 53.680000,-1004.731018,36.966000
53.680000,-1002.534973,35.014000
53.680000,-1004.914001,32.390999
53.680000,-1002.778992,35.075001
52.154999,-1003.632996,35.806999
52.338001,-1004.914001,37.514999
51.789001,-1003.877014,33.611000
51.118000,-1003.205994,34.647999
51.118000,-1006.744019,33.672001
56.119999,-1007.049011,36.966000
56.119999,-1004.059998,35.014000
53.680000,-1004.120972,35.380001
53.680000,-1003.328003,35.014000
52.643002,-1004.242981,37.209999
54.839001,-1003.815979,36.294998
53.801998,-1004.120972,34.891998
53.557999,-1004.242981,37.453999
50.813000,-1005.280029,35.014000
53.436001,-1004.242981,34.709000
54.046001,-1004.364990,33.916000
51.056999,-1005.401978,33.062000
54.960999,-1003.328003,35.441002
53.801998,-1004.120972,35.257999
50.202999,-1004.547974,36.173000
53.618999,-1003.145020,35.319000
54.046001,-1004.791992,34.709000
52.521000,-1002.596008,36.050999
52.521000,-1006.744019,36.539001
52.582001,-1004.120972,35.624001
54.716999,-1004.669983,35.563000
52.521000,-1003.877014,36.539001
52.521000,-1006.500000,36.539001
52.521000,-1004.609009,33.428001
52.521000,-1003.877014,34.465000
52.521000,-1001.619995,36.050999
53.375000,-1004.791992,34.647999
53.985001,-1003.510986,33.916000
52.398998,-1004.547974,35.014000
52.398998,-1005.096985,37.942001
52.398998,-1004.304016,35.136002
53.252998,-1004.669983,34.709000
52.948002,-1003.937988,34.465000
53.557999,-1002.778992,34.709000
54.716999,-1003.815979,34.526001
54.716999,-1004.182007,35.501999
53.557999,-1003.572021,36.173000
52.887001,-1005.523987,36.355999
52.033001,-1005.280029,35.075001
54.229000,-1005.158020,34.465000
52.948002,-1005.218994,35.319000
52.948002,-1005.401978,34.831001
52.338001,-1004.609009,34.221001
52.338001,-1003.572021,35.685001
54.046001,-1003.632996,35.319000
5451.300999,-1003.510986,33.244999
51.300999,-1004.304016,34.709000
54.046001,-1006.133972,36.478001
54.046001,-1003.083984,35.380001
53.618999,-1005.036011,33.855000
51.544998,-1004.242981,33.428001
51.544998,-1006.377991,33.428001
52.094002,-1003.083984,35.441002
52.764999,-1004.059998,36.904999
53.070000,-1006.133972,34.465000
52.216000,-1004.304016,33.367001
50.813000,-1003.267029,35.563000
54.778000,-1004.182007,37.209999
54.229000,-1002.901001,35.624001
54.229000,-1005.523987,34.952999
52.643002,-1003.877014,34.647999
51.179001,-1001.132019,35.380001
54.106998,-1005.036011,34.526001
53.985001,-1004.669983,34.342999
53.985001,-1003.328003,36.783001
53.985001,-1003.267029,35.990002
52.764999,-1003.693970,36.722000
53.070000,-1003.510986,36.294998
53.070000,-1004.487000,34.831001
52.277000,-1004.182007,33.611000
54.167999,-1004.974976,35.868000
54.167999,-1002.656982,35.868000
51.728001,-1005.158020,33.855000
51.056999,-1005.401978,34.342999
51.362000,-1004.182007,35.257999
51.362000,-1003.205994,35.380001
52.338001,-1005.645996,33.611000
53.070000,-1004.120972,33.672001
50.995998,-1005.401978,35.868000
53.252998,-1004.791992,37.027000
54.473000,-1004.364990,37.576000
5353.252998,-1005.158020,33.855000
52.703999,-1004.120972,34.282001
52.703999,-1004.364990,35.624001
51.667000,-1004.791992,36.173000
53.497002,-1005.158020,34.403999
53.497002,-1005.218994,35.745998
54.167999,-1003.145020,36.539001
54.716999,-1005.950989,35.501999
54.716999,-1006.072998,33.793999
54.839001,-1006.682983,31.781000
52.277000,-1003.572021,35.501999
52.094002,-1003.023010,34.709000
53.924000,-1005.096985,33.123001
54.716999,-1004.609009,35.257999
54.351002,-1004.120972,34.952999
51.789001,-1004.609009,35.868000
51.789001,-1003.632996,36.173000
51.789001,-1006.195007,34.465000
54.595001,-1004.731018,33.367001
53.313999,-1004.547974,35.257999
53.313999,-1002.840027,36.599998
53.313999,-1005.158020,35.624001
51.789001,-1005.463013,34.587002
52.459999,-1004.364990,34.037998
52.277000,-1002.656982,36.050999
53.375000,-1004.487000,35.196999
53.375000,-1005.280029,35.319000
52.764999,-1003.388977,32.390999
53.252998,-1003.632996,33.611000
53.313999,-1005.036011,36.173000
53.313999,-1002.107971,33.733002
53.313999,-1005.401978,32.330002
52.459999,-1004.364990,35.685001
50.874001,-1005.645996,35.624001
52.398998,-1006.500000,34.952999
53.008999,-1005.768005,35.380001
53.008999,-1002.107971,34.342999
53.131001,-1003.145020,33.611000
55.327000,-1004.791992,36.173000
53.924000,-1004.364990,36.599998
52.338001,-1003.877014,33.123001
52.887001,-1005.890015,36.112000
53.192001,-1004.791992,35.196999
54.960999,-1005.158020,36.234001
54.960999,-1005.280029,35.196999
53.741001,-1003.937988,36.904999
52.948002,-1003.205994,36.234001
52.826000,-1002.718018,37.027000
53.313999,-1005.096985,35.685001
52.277000,-1004.547974,33.428001
53.618999,-1003.388977,34.709000
53.618999,-1003.755005,38.125000
53.618999,-1003.267029,35.745998
54.900002,-1005.341003,33.733002
54.900002,-1003.328003,36.478001
51.300999,-1006.133972,35.257999
54.655998,-1005.585022,35.868000
54.655998,-1003.693970,35.075001
52.338001,-1004.487000,34.526001
54.229000,-1005.096985,34.465000
53.801998,-1004.059998,36.722000
53.801998,-1004.487000,35.380001
53.618999,-1003.205994,33.793999
53.070000,-1002.534973,33.244999
53.801998,-1005.218994,34.891998
54.900002,-1004.364990,35.257999
53.131001,-1002.718018,33.672001
54.960999,-1004.059998,33.793999
53.375000,-1000.460999,33.000999
53.375000,-988.505005,36.355999
73.016998,-956.663025,39.101002
38.917999,-1047.064941,26.657000
35.929001,-1021.200989,33.916000
44.224998,-1009.611023,35.868000
44.224998,-1003.510986,35.868000
59.841000,-1002.413025,34.709000
53.924000,-1004.791992,33.733002
51.179001,-1005.158020,36.355999
53.618999,-1006.744019,32.757000
53.801998,-1003.755005,34.342999
